The score of this solution is 16354 found after 741.986 seconds with total gap = 92.2333%.

The best bound obtained with the dualised problem is 8507.37.

Here is the list of activated arcs : 

Source,Target
0,62
0,63
0,68
0,69
1,3
2,21
3,54
4,0
5,52
6,16
7,24
8,4
9,61
10,19
11,1
12,2
13,29
14,59
15,66
16,42
17,37
18,47
19,8
20,13
21,18
22,20
23,39
24,0
25,11
26,50
27,36
28,12
29,43
30,57
31,65
32,7
33,56
34,10
35,48
36,46
37,28
38,31
39,30
40,53
41,6
42,27
43,34
44,17
45,0
46,22
47,60
48,44
49,15
50,23
51,26
52,14
53,5
54,32
55,64
56,55
57,33
58,38
59,25
60,0
61,58
62,41
63,67
64,45
65,51
66,9
67,35
68,49
69,40
