The score of this solution is 50974 found after 737.773 seconds with total gap = 417.184%.

The best bound obtained with the dualised problem is 9856.07.

Here is the list of activated arcs : 

Source,Target
0,26
0,29
0,34
0,41
0,46
0,49
0,52
0,58
0,61
0,62
0,66
0,68
0,69
0,70
0,72
0,73
0,74
0,75
0,76
0,78
0,79
0,80
0,83
0,85
1,2
2,0
3,1
4,8
5,7
6,11
7,0
8,0
9,15
10,22
11,0
12,13
13,0
14,53
15,0
16,23
17,18
18,0
19,21
20,45
21,55
22,57
23,0
24,27
25,31
26,33
27,0
28,32
29,47
30,60
31,0
32,0
33,82
34,39
35,36
36,0
37,63
38,16
39,87
40,59
41,20
42,43
43,0
44,56
45,3
46,14
47,25
48,51
49,38
50,89
51,0
52,71
53,5
54,24
55,0
56,0
57,4
58,54
59,17
60,19
61,42
62,65
63,0
64,67
65,0
66,50
67,0
68,77
69,30
70,10
71,35
72,28
73,48
74,81
75,12
76,64
77,0
78,40
79,44
80,37
81,0
82,6
83,86
84,0
85,88
86,0
87,0
88,84
89,9
