The score of this solution is 21985 found after 16.6266 seconds with total gap = 138.684%.

The best bound obtained with the dualised problem is 9210.94.

Here is the list of activated arcs : 

Source,Target
0,3
0,8
0,9
0,19
0,21
0,31
0,39
0,46
0,51
0,54
0,63
0,73
1,38
2,37
3,11
4,23
5,66
6,42
7,52
8,29
9,62
10,48
11,67
12,77
13,12
14,65
15,16
16,71
17,0
18,15
19,5
20,0
21,20
22,44
23,0
24,45
25,28
26,0
27,75
28,53
29,27
30,43
31,78
32,17
33,4
34,6
35,0
36,1
37,7
38,74
39,76
40,22
41,61
42,13
43,72
44,10
45,60
46,58
47,33
48,25
49,30
50,0
51,0
52,0
53,50
54,34
55,79
56,0
57,18
58,68
59,64
60,59
61,35
62,69
63,24
64,32
65,0
66,0
67,36
68,57
69,2
70,14
71,0
72,41
73,55
74,47
75,26
76,40
77,56
78,70
79,49
