Source,Target
0,10
0,13
0,20
0,31
0,32
0,56
0,59
1,54
2,33
3,36
4,34
5,37
6,23
7,18
8,40
9,55
10,7
11,8
12,27
13,44
14,9
15,0
16,51
17,0
18,38
19,47
20,35
21,5
22,0
23,22
24,43
25,52
26,12
27,0
28,64
29,49
30,58
31,29
32,24
33,6
34,63
35,30
36,45
37,1
38,2
39,61
40,48
41,0
42,60
43,21
44,42
45,15
46,39
47,41
48,46
49,25
50,16
51,57
52,62
53,19
54,0
55,50
56,4
57,28
58,3
59,11
60,17
61,53
62,26
63,14
64,0
