Source,Target
0,13
0,36
0,38
0,41
0,48
0,51
0,52
1,0
2,27
3,56
4,33
5,29
6,19
7,28
8,44
9,0
10,39
11,37
12,3
13,50
14,21
15,8
16,0
17,0
18,6
19,31
20,25
21,0
22,17
23,45
24,30
25,58
26,10
27,24
28,5
29,22
30,35
31,55
32,59
33,9
34,11
35,1
36,23
37,49
38,54
39,4
40,20
41,15
42,2
43,47
44,34
45,18
46,14
47,0
48,40
49,16
50,57
51,32
52,42
53,46
54,7
55,0
56,53
57,12
58,43
59,26
