The score of this solution is 2386 found after 1000.68 seconds with total gap = 109.771%.

The best bound obtained with the dualised problem is 1137.43.

Here is the list of activated arcs : 

Source,Target
0,13
0,18
0,26
0,43
0,52
0,56
0,59
1,7
2,20
3,36
4,12
5,37
6,0
7,31
8,40
9,0
10,1
11,8
12,32
13,44
14,17
15,9
16,51
17,0
18,23
19,29
20,10
21,55
22,33
23,21
24,28
25,14
26,49
27,15
28,3
29,41
30,0
31,30
32,39
33,0
34,54
35,48
36,62
37,4
38,2
39,22
40,58
41,27
42,46
43,42
44,24
45,0
46,63
47,16
48,6
49,25
50,57
51,5
52,38
53,50
54,61
55,34
56,47
57,45
58,60
59,11
60,64
61,53
62,35
63,19
64,0
