The score of this solution is 17780 found after 1023.94 seconds with total gap = 93.0313%.

The best bound obtained with the dualised problem is 9210.94.

Here is the list of activated arcs : 

Source,Target
0,7
0,30
0,37
0,47
0,51
0,54
0,65
0,66
0,74
1,67
2,69
3,46
4,12
5,78
6,0
7,2
8,9
9,29
10,48
11,0
12,77
13,1
14,70
15,3
16,38
17,41
18,11
19,5
20,17
21,0
22,10
23,6
24,0
25,16
26,0
27,75
28,25
29,27
30,49
31,21
32,64
33,4
34,36
35,61
36,23
37,0
38,57
39,76
40,35
41,72
42,13
43,73
44,22
45,63
46,31
47,33
48,53
49,79
50,44
51,19
52,0
53,0
54,42
55,60
56,62
57,58
58,68
59,45
60,24
61,39
62,18
63,52
64,59
65,14
66,20
67,34
68,0
69,8
70,40
71,28
72,43
73,55
74,71
75,26
76,50
77,56
78,15
79,32
