The score of this solution is 46689 found after 1720.82 seconds with total gap = 435.117%.

The best bound obtained with the dualised problem is 8725.01.

Here is the list of activated arcs : 

Source,Target
0,21
0,28
0,37
0,44
0,45
0,46
0,51
0,53
0,59
0,61
0,62
0,63
0,65
0,67
0,71
0,73
0,75
0,77
0,78
0,79
0,83
0,88
0,89
0,93
0,94
1,2
2,18
3,4
4,0
5,6
6,0
7,8
8,0
9,11
10,85
11,0
12,13
13,0
14,91
15,17
16,19
17,0
18,31
19,0
20,25
21,16
22,15
23,7
24,26
25,0
26,0
27,24
28,9
29,32
30,33
31,0
32,0
33,0
34,38
35,3
36,12
37,74
38,0
39,41
40,42
41,0
42,0
43,82
44,27
45,86
46,70
47,55
48,49
49,0
50,52
51,54
52,0
53,87
54,50
55,1
56,57
57,0
58,34
59,60
60,72
61,30
62,48
63,40
64,68
65,64
66,43
67,29
68,0
69,80
70,22
71,14
72,0
73,76
74,36
75,58
76,0
77,81
78,39
79,56
80,0
81,35
82,5
83,84
84,0
85,47
86,23
87,20
88,69
89,92
90,0
91,10
92,0
93,66
94,90
